作者,詩名,內容
白居易,和祝蒼華　蒼華，發神名。,日居複月諸，環回照下土。使我玄雲發，化為素絲縷。稟質本羸劣，養生仍莽鹵。痛飲困連宵，悲吟饑過午。遂令頭上發，種種無尺五。根稀比黍苗，梢細同釵股。豈是乏膏沐，非關櫛風雨。最為悲傷多，心焦衰落苦。餘者能有幾，落者不可數。禿似鵲填河，墜如烏解羽。蒼華何用祝，苦辭亦休吐。匹如剃頭僧，豈要巾冠主。
白居易,秋池二首,身閒無所為，心閒無所思。況當故園夜，複此新秋池。岸暗鳥棲後，橋明月出時。菱風香散漫，桂露光參差。靜境多獨得，幽懷竟誰知。悠然心中語，自問來何遲。朝衣薄且健，晚簟清仍滑。社近燕影稀，雨餘蟬聲歇。閒中得詩境，此境幽難說。露荷珠自傾，風竹玉相戛。誰能一同宿，共玩新秋月。暑退早涼歸，池邊好時節。
白居易,自題小草亭,"新結一茅茨，規模儉且卑。土階全壘塊，山木半留皮。

陰合連藤架，叢香近菊籬。壁宜藜杖倚，門稱荻簾垂。

窗裡風清夜，簷間月好時。留連嘗酒客，句引坐禪師。

伴宿雙棲鶴，扶行一侍兒。綠醅量醆飲，紅稻約升炊。

齷齪豪家笑，酸寒富室欺。陶廬閒自愛，顏巷陋誰知。

螻蟻謀深穴，鷦鷯占小枝。各隨其分足，焉用有餘為。


        "
白居易,清明日登老君閣望洛城贈韓道士,風光煙火清明日，歌哭悲歡城市間。何事不隨東洛水，誰家又葬北邙山。中橋車馬長無已，下渡舟航亦不閒。塚墓累累人擾擾，遼東悵望鶴飛還。
白居易,閒適,"祿俸優饒官不卑，就中閒適是分司。
風光暖助遊行處，雨雪寒供飲宴時。
肥馬輕裘還且有，粗歌薄酒亦相隨。

微躬所要今皆得，隻是蹉跎得校遲。


        "
白居易,題牛相公歸仁裡宅新成小灘,平生見流水，見此轉留連。況此朱門內，君家新引泉。伊流決一帶，洛石砌千拳。與君三伏月，滿耳作潺湲。深處碧磷磷，淺處清濺濺。碕岸束嗚咽，沙汀散淪漣。翻浪雪不儘，澄波空共鮮。兩岸灩預口，一泊瀟湘天。曾作天南客，漂流六七年。何山不倚杖，何水不停船。巴峽聲心裡，鬆江色眼前。今朝小灘上，能不思悠然。
白居易,洗竹,布裘寒擁頸，氈履溫承足。獨立冰池前，久看洗霜竹。先除老且病，次去纖而曲。剪棄猶可憐，琅玕十餘束。青青複籊籊，頗異凡草木。依然若有情，回頭語僮仆。小者截魚竿，大者編茅屋。勿作彗與箕，而令糞土辱。
白居易,新沐浴,形適外無恙，心恬內無憂。夜來新沐浴，肌發舒且柔。寬裁夾烏帽，厚絮長白裘。裘溫裹我足，帽暖覆我頭。先進酒一杯，次舉粥一甌。半酣半飽時，四體春悠悠。是月歲陰暮，慘冽天地愁。白日冷無光，黃河凍不流。何處征戍行？何人羈旅遊？窮途絕糧客，寒獄無燈囚。勞生彼何苦？遂性我何優？撫心但自愧，孰知其所由？
白居易,三年除夜,晰晰燎火光，氳氳臘酒香。嗤嗤童稚戲，迢迢歲夜長。堂上書帳前，長幼合成行。以我年最長，次第來稱觴。七十期漸近，萬緣心已忘。不唯少歡樂，兼亦無悲傷。素屏應居士，青衣侍孟光。夫妻老相對，各坐一繩床。[顧虎頭畫維摩居士圖白衣素屏也。]
白居易,閒居偶吟招鄭庶子皇甫郎中,自哂此迂叟，少迂老更迂。家計不一問，園林聊自娛。竹間琴一張，池上酒一壺。更無俗物到，但與秋光俱。古石蒼錯落，新泉碧縈紆。焉用車馬客，即此是吾徒。猶有所思人，各在城一隅。杳然愛不見，搔首方踟躕。玄晏風韻遠，子真雲貌孤。誠知厭朝市，何必憶江湖。能來小澗上，一聽潺湲無？
白居易,夢裴相公,五年生死隔，一夕魂夢通。夢中如往日，同直金鑾宮。仿佛金紫色，分明冰玉容。勤勤相眷意，亦與平生同。既寤知是夢，憫然情未終。追想當時事，何殊昨夜中？自我學心法，萬緣成一空。今朝為君子，流涕一沾胸。
白居易,郡廳有樹，晚榮早凋，人不識名，因題其上,潯陽郡廳後，有樹不知名。秋先梧桐落，春後桃李榮。五月始萌動，八月已凋零。左右皆鬆桂，四時鬱青青。豈量雨露恩，沾濡不均平。榮枯各有分，天地本無情。顧我亦相類，早衰向晚成。形骸少多病，三十不豐盈。毛鬢早改變，四十白髭生。誰教兩蕭索，相對此江城？
白居易,我身,"我身何所似，似彼孤生蓬。
秋霜剪根斷，浩浩隨長風。

昔遊秦雍間，今落巴蠻中。
昔為意氣郎，今作寂寥翁。

外貌雖寂寞，中懷頗衝融。
賦命有厚薄，委心任窮通。

通當為大鵬，舉翅摩蒼穹。
窮則為鷦鷯，一枝足自容。

苟知此道者，身窮心不窮。


        "
白居易,哭諸故人，因寄元八,昨日哭寢門，今日哭寢門。借問所哭誰？無非故交親。偉卿既長往，質夫亦幽淪。屈指數年世，收涕自思身。彼皆少於我，先為泉下人。我今頭半白，焉得身久存？好在元郎中，相識二十春。昔見君生子，今聞君抱孫。存者儘老大，逝者已成塵。早晚升平宅，開眉一見君。
白居易,登龍昌上寺望江南山，懷錢舍人,騎馬出西郭，悠悠欲何之？獨上高寺去，一與白雲期。虛檻晚瀟灑，前山碧參差。忽似青龍閣，同望玉峰時。因詠鬆雪句，永懷鸞鶴姿。六年不相見，況乃隔榮衰？[昔嘗與錢舍人登青龍寺上方，同望藍田山，各有絕句。錢詩雲：“偶來上寺因高望，鬆雪分明見舊山。”]
白居易,遺懷,"樂往必悲生，泰來由否極。
誰言此數然，吾道何終塞。

嘗求詹尹卜，拂龜竟默默。
亦曾仰問天，天但蒼蒼色。

自茲唯委命，名利心雙息。
近日轉安閒，鄉園亦休憶。

回看世間苦，苦在求不得。
我今無所求，庶離憂悲域。


        "
白居易,玩鬆竹二首,龍蛇隱大澤，糜鹿遊豐草。棲鳳安於梧，潛魚樂於藻。吾亦愛吾廬，廬中樂吾道。前鬆後修竹，偃臥可終老。各附其所安，不知他物好。坐愛前簷前，臥愛北窗北。窗竹多好風，簷鬆有嘉色。幽懷一以合，俗念隨緣息。在爾雖無情，於予即有得。乃知性相近，不必動與植。
白居易,廬山桂,偃蹇月中桂，結根依青天。天風繞月起，吹子下人間。飄零委何處，乃落匡廬山。生為石上桂，葉如剪碧鮮。枝乾日長大，根荄日牢堅。不歸天上月，空老山中年。廬山去鹹陽，道裡三四千。無人為移植，得入上林園。不及紅花樹，長栽溫室前。
白居易,首夏病間,我生來幾時？萬有四千日。自省於其間，非憂即有疾。老去慮漸息，年來病初愈。忽喜身與心，泰然兩無苦。況茲孟夏月，清和好時節。微風吹夾衣，不寒複不熱。移榻樹陰下，竟日何所為。或飲一甌茗，或吟兩句詩。內無憂患迫，外無職役羈。此日不自適，何時是適時？
白居易,聞庾七左降因詠所懷,"我病臥渭北，君老謫巴東。
相悲一長歎，薄命與君同。

既歎還自哂，哂歎兩未終。
後心誚前意，所見何迷蒙。

人生大塊間，如鴻毛在風。
或飄青雲上，或落泥塗中。

袞服相天下，倘來非我通。
布衣委草莽，偶去非吾窮。

外物不可必，中懷須自空。
無令怏怏氣，留滯在心胸。


        "
白居易,寄同病者,三十生二毛，早衰為沉屙。四十官七品，拙宦非由他。年顏日枯槁，時命日蹉跎。豈獨我如此，聖賢無奈何。回觀親舊中，舉目尤可嗟。或有終老者，沉賤如泥沙。或有始壯者，飄忽如風花。窮餓與夭促，不如我者多。以此反自慰，常得心平和。寄言同病者，回歎且為歌。
白居易,聞哭者,昨日南鄰哭，哭聲一何苦。雲是妻哭夫，夫年二十五。今朝北裡哭，哭聲又何切。雲是母哭兒，兒年十七八。四鄰尚如此，天下多夭折。乃知浮世人，少得垂白發。餘今過四十，念彼聊自悅。從此明鏡中，不嫌頭似雪。
白居易,昭國閒居,貧閒日高起，門巷晝寂寂。時暑放朝參，天陰少人客。槐花滿田地，僅絕人行跡。獨在一床眠，清涼風雨夕。勿嫌坊曲遠，近即多牽役。勿嫌祿俸薄，厚即多憂責。平生尚恬曠，老大宜安適。何以養吾真，官閒居處僻。
白居易,讀謝靈運詩,"吾聞達士道，窮通順冥數。
通乃朝廷來，窮即江湖去。

謝公才廓落，與世不相遇。
壯誌鬱不用，須有所泄處。

泄為山水詩，逸韻諧奇趣。
大必籠天海，細不遺草樹。

豈惟玩景物，亦欲攄心素。
往往即事中，未能忘興諭。

因知康樂作，不獨在章句。


        "
白居易,題元十八溪亭  亭在廬山東南五老峰下。,怪君不喜仕，又不遊州裡。今日到幽居，了然知所以。宿君石溪亭，潺湲聲滿耳。飲君螺杯酒，醉臥不能起。見君五老峰，益悔居城市。愛君三男兒，始歎身無子。餘方爐峰下，結室為居士。山北與山東，往來從此始。
白居易,香爐峰下新置草堂，即事詠懷，題於石上,"香爐峰北麵，遺愛寺西偏。
白石何鑿鑿，清流亦潺潺。

有鬆數十株，有竹千餘竿。
鬆張翠傘蓋，竹倚青琅玕.

其下無人居，悠哉多歲年。
有時聚猿鳥，終日空風煙。

時有沉冥子，姓白字樂天。
平生無所好，見此心依然。

如獲終老地，忽乎不知還。
架岩結茅宇，斫壑開茶園。

何以洗我耳，屋頭飛落泉。
何以淨我眼，砌下生白蓮。

左手攜一壺，右手挈五弦。
傲然意自足，箕踞於其間。

興酣仰天歌，歌中聊寄言。
言我本野夫，誤為世網牽。

時來昔捧日，老去今歸山。
倦鳥得茂樹，涸魚返清源。

舍此欲焉往，人間多險艱。


        "
白居易,烹葵,"昨臥不夕食，今起乃朝饑。
貧廚何所有，炊稻烹秋葵。

紅粒香複軟，綠英滑且肥。
饑來止於飽，飽後複何思。

憶昔榮遇日，迨今窮退時。
今亦不凍餒，昔亦無餘資。

口既不減食，身又不減衣。
撫心私自問，何者是榮衰。

勿學常人意，其間分是非。


        "
白居易,截樹,種樹當前軒，樹高柯葉繁。惜哉遠山色，隱此蒙籠間。一朝持斧斤，手自截其端。萬葉落頭上，千峰來麵前。忽似決雲霧，豁達睹青天。又如所念人，久彆一款顏。始有清風至，稍見飛鳥還。開懷東南望，目遠心遼然。人各有偏好，物莫能兩全。豈不愛柔條，不如見青山。
白居易,垂釣,臨水一長嘯，忽思十年初。三登甲乙第，一入承明廬。浮生多變化，外事有盈虛。今來伴江叟，沙頭坐釣魚。
白居易,仲夏齋戒月,"仲夏齋戒月，三旬斷腥膻。
自覺心骨爽，行起身翩翩。

始知絕粒人，四體更輕便。
初能脫病患，久必成神仙。

禦寇馭泠風，赤鬆遊紫煙。
常疑此說謬，今乃知其然。

我今過半百，氣衰神不全。
已垂兩鬢絲，難補三丹田。

但減葷血味，稍結清淨緣。
脫巾且修養，聊以終天年。


        "
白居易,和元九悼往  感舊蚊幬作。,美人彆君去，自去無處尋。舊物零落儘，此情安可任？唯有纈紗幌，塵埃日夜侵。馨香與顏色，不似舊時深。透影燈耿耿，籠光月沉沉。中有孤眠客，秋涼生夜衾。舊宅牡丹院，新墳鬆柏林。夢中鹹陽淚，覺後江陵心。含此隔年恨，發為中夜吟。無論君自感，聞者欲沾襟。
白居易,酬李少府曹長官舍見贈,低腰複斂手，心體不遑安。一落風塵下，方知為吏難。公事與日長，宦情隨歲闌。惆悵青袍袖，芸香無半殘。賴有李夫子，此懷聊自寬。兩心如止水，彼此無波瀾。往往簿書暇，相勸強為歡。白馬曉踏雪，淥觴春暖寒。戀月夜同宿，愛山晴共看。野性自相近，不是為同官。
白居易,挽歌詞,"丹旐何飛揚，素驂亦悲鳴。
晨光照閭巷，輀車儼欲行。

蕭條九月天，哀挽出重城。
借問送者誰，妻子與弟兄。

蒼蒼上古原，峨峨開新塋。
含酸一慟哭，異口同哀聲。

舊隴轉蕪絕，新墳日羅列。
春風草綠北邙山，此地年年生死彆。


        "
白居易,潛彆離,"不得哭，潛彆離。不得語，暗相思。兩心之外無人知。

深籠夜鎖獨棲鳥，利劍春斷連理枝。河水雖濁有清日，

烏頭雖黑有白時。惟有潛離與暗彆，彼此甘心無後期。


        "
白居易,庾樓曉望,獨憑朱檻立淩晨，山色初明水色新。竹霧曉籠銜嶺月，蘋風暖送過江春。子城陰處猶殘雪，衙鼓聲前未有塵。三百年來庾樓上，曾經多少望鄉人。
白居易,紫薇花,絲綸閣下文書靜，鐘鼓樓中刻漏長。獨坐黃昏誰是伴？紫薇花對紫微郎。
白居易,池上竹下作,穿籬繞舍碧逶迤，十畝閒居半是池。食飽窗間新睡後，腳輕林下獨行時。水能性淡為吾友，竹解心虛即我師。何必悠悠人世上，勞心費目覓親知？
白居易,紫薇花,紫薇花對紫微翁，名目雖同貌不同。獨占芳菲當夏景，不將顏色托春風。潯陽官舍雙高樹，興善僧庭一大叢。何似蘇州安置處，花堂欄下月明中。
白居易,自歎,豈獨年相迫，兼為病所侵。春來痰氣動，老去嗽聲深。眼暗猶操筆，頭斑未掛簪。因循過日月，真是俗人心。
白居易,晚起,臥聽冬冬衙鼓聲，起遲睡足長心情。華簪脫後頭雖白，堆案拋來眼校明。閒上籃輿乘興出，醉回花舫信風行。明朝更濯塵纓去，聞道鬆江水最清。
白居易,早朝,鼓動出新昌，雞鳴赴建章。翩翩穩鞍馬，楚楚健衣裳。宮漏傳殘夜，城陰送早涼。月堤槐露氣，風燭樺煙香。雙闕龍相對，千宮雁一行。漢庭方尚少，慚歎鬢如霜。
白居易,晚起,起晚憐春暖，歸遲愛月明。放慵長飽睡，聞健且閒行。北闕停朝簿，四方入社名。唯吟一句偈，無念是無生。
白居易,晚起,爛熳朝眠後，頻伸晚起時。暖爐生火早，寒鏡裹頭遲。融雪煎香茗，調酥煮乳糜。慵饞還自哂，快活亦誰知。酒性溫無毒，琴聲淡不悲。榮公三樂外，仍弄小男兒。
白居易,東歸,翩翩平肩輿，中有醉老夫。膝上展詩卷，竿頭懸酒壺。食宿無定程，仆馬多緩驅。臨水歇半日，望山傾一盂。藉草坐嵬峨，攀花行踟躕。風將景共暖，體與心同舒。始悟有營者，居家如在途。方知無係者，在道如安居。前夕宿三堂，今且遊申湖。[三堂在虢。申湖在陝。]殘春三百裡，送我歸東都。
白居易,奉和裴令公新成午橋莊綠野堂即事,"舊徑開桃李，新池鑿鳳凰。隻添丞相閣，不改午橋莊。

遠處塵埃少，閒中日月長。青山為外屏，綠野是前堂。

引水多隨勢，栽鬆不趁行。年華玩風景，春事看農桑。

花妒謝家妓，蘭偷荀令香。遊絲飄酒席，瀑布濺琴床。

巢許終身穩，蕭曹到老忙。千年落公便，進退處中央。


        "
白居易,戒藥,促促急景中，蠢蠢微塵裡。生涯有分限，愛戀無終已。早夭羨中年，中年羨暮齒。暮齒又貪生，服食求不死。朝吞太陽精，夕吸秋石髓。徼福反成災，藥誤者多矣。以之資嗜欲，又望延甲子。天人陰騭間，亦恐無此理。域中有真道，所說不如此。後身始身存，吾聞諸老氏。
白居易,飲後戲示弟子,吾為爾先生，爾為吾弟子。孔門有遺訓，複坐吾告爾。先生饌酒食，弟子服勞止。孝敬不在他，在茲而已矣。欲我少憂愁，欲我多歡喜。無如醞好酒，酒須多且旨。旨即賓可留，多即罍不恥。吾更有一言，爾宜聽入耳。人老多憂貧，人病多憂死。我今雖老病，所憂不在此。憂在半酣時，樽空座客起。
白居易,池鶴八絕句　,池上有鶴，介然不群，烏、鳶、雞、鵝，次第嘲噪，諸禽似有所誚，鶴亦時複一鳴。予非冶長，不通其意，因戲與贈答，以意斟酌之，聊亦自取笑耳。
白居易,相和歌辭·挽歌,丹旐何飛揚，素驂亦悲鳴。晨光照閭巷，輀車儼欲行。蕭條九月天，哀挽出重城。借問送者誰，妻子與弟兄。蒼蒼上古原，峨峨開新塋。含酸一慟哭，異口同哀聲。舊壟轉蕪絕，新墳日羅列。春風草綠北邙山，此地年年生死彆。
白居易,雜曲歌辭·憶江南,江南好，風景舊曾諳。日出江花紅勝火，春來江水綠如藍。能不憶江南。江南憶，最憶是杭州。山寺月中尋桂子，郡亭枕上看潮頭。何日更重遊。江南憶，其次憶吳宮。吳酒一杯春竹葉，吳娃雙舞醉芙蓉。早晚複相逢。
白居易,晝寢,"坐整白單衣，起穿黃草履。
朝餐盥漱畢，徐下階前步。

暑風微變候，晝刻漸加數。
院靜地陰陰，鳥鳴新葉樹。

獨行還獨臥，夏景殊未暮。
不作午時眠，日長安可度。


        "
白居易,栽鬆二首,小鬆未盈尺，心愛手自移。蒼然澗底色，雲濕煙霏霏。栽植我年晚，長成君性遲。如何過四十，種此數寸枝？得見成陰否，人生七十稀。愛君抱晚節，憐君含直文。欲得朝朝見，階前故種君。知君死則已，不死會淩雲。
白居易,庭槐,南方饒竹樹，唯有青槐稀。十種七八死，縱活亦支離。何此郡庭下，一株獨華滋？蒙蒙碧煙葉，嫋嫋黃花枝。我家渭水上，此樹蔭前墀。忽向天涯見，憶在故園時。人生有情感，遇物牽所思。樹木猶複爾，況見舊親知！
白居易,晚歸有感,朝吊李家孤，暮問崔家疾。[時李十一侍郎諸子尚居憂，崔二十二員外三年臥病。]回馬獨歸來，低眉心鬱鬱。平生所善者，多不過六七。如何十年間，零落三無一。劉曾夢中見，元向花前失。[劉三十二校書冇後，嘗夢見之，元八少尹，今春櫻桃花時長逝)。]漸老與誰遊，春城好風日。
白居易,衰病無趣因吟所懷,朝餐多不飽，夜臥常少睡。自覺寢食間，都無少年味。平生好詩酒，今亦將舍棄。酒唯下藥飲，無複曾歡醉。詩多聽人吟，自不題一字。病姿引衰相，日夜相繼至。況當尚少朝，彌慚居近侍。終當求一郡，聚少漁樵費。合口便歸山，不問人間事。
白居易,納粟,有吏夜叩門，高聲催納粟。家人不待曉，場上張燈燭。揚簸淨如珠，一車三十斛。猶憂納不中，鞭責及僮仆。昔餘謬從事，內愧才不足。連授四命官，坐屍十年祿。常聞古人語，損益周必複。今日諒甘心，還他太倉穀。
白居易,湓浦竹,潯陽十月天，天氣仍溫燠。有霜不殺草，有風不落木。玄冥氣力薄，草木冬猶綠。誰肯湓浦頭，回眼看修竹？其有顧盼者，持刀斬且束。剖劈青琅玕，家家蓋牆屋。吾聞汾晉間，竹少重如玉。胡為取輕賤，生此西江曲？
白居易,澗底鬆·有鬆百尺大十圍,有鬆百尺大十圍，生在澗底寒且卑。澗深山險人路絕，老死不逢工度之。天子明堂欠梁木，此求彼有兩不知。誰喻蒼蒼造物意，但與之材不與地。金張世祿原憲貧，牛衣寒賤貂蟬貴。貂蟬與牛衣，高下雖有殊。高者未必賢，下者未必愚。君不見沉沉海底生珊瑚。曆曆天上種白榆。
白居易,鴉九劍,"歐冶子死千年後，精靈闇授張鴉九。
鴉九鑄劍吳山中，天與日時神借功。
金鐵騰精火翻焰，踴躍求為鏌鋣劍。

劍成未試十餘年，有客持金買一觀。
誰知閉匣長思用，三尺青蛇不肯蟠。
客有心，劍無口，客代劍言告鴉九。

君勿矜我玉可切，君勿誇我鐘可刜。
不如持我決浮雲，無令漫漫蔽白日。
為君使無私之光及萬物，蟄蟲昭蘇萌草出。


        "
白居易,養拙,"鐵柔不為劍，木曲不為轅。
今我亦如此，愚蒙不及門。

甘心謝名利，滅跡歸丘園。
坐臥茅茨中，但對琴與尊。

身去韁鎖累，耳辭朝市喧。
逍遙無所為，時窺五千言。

無憂樂性場，寡欲清心源。
始知不才者，可以探道根。


        "
白居易,遣懷  自此後詩，在渭村作。,寓心身體中，寓性方寸內。此身是外物，何足苦憂愛。況有假飾者，華簪及高蓋。此又疏於身，複在外物外。操之多惴栗，失之又悲悔。乃知名與器，得喪俱為害。頹然環堵客，蘿蕙為巾帶。自得此道來，身窮心甚泰。
白居易,自吟拙什，因有所懷,懶病每多暇，暇來何所為？未能拋筆硯，時作一篇詩。詩成淡無味，多被眾人嗤。上怪落聲韻，下嫌拙言詞。時時自吟詠，吟罷有所思。蘇州及彭澤，與我不同時。此外複誰愛，唯有元微之。謫向江陵府，三年作判司。相去二千裡，詩成遠不知。
白居易,題潯陽樓  自此後詩，江州司馬時作。,常愛陶彭澤，文思何高玄。又怪韋江州，詩情亦清閒。今朝登此樓，有以知其然。大江寒見底，匡山青倚天。深夜湓浦月，平旦爐峰煙。清輝與靈氣，日夕供文篇。我無二人才，孰為來其間？因高偶成句，俯仰愧江山。
白居易,遊石門澗,石門無舊徑，披榛訪遺跡。時逢山水秋，清輝如古昔。常聞慧遠輩，題詩此岩壁。雲覆莓苔封，蒼然無處覓。蕭疏野生竹，崩剝多年石。自從東晉後，無複人遊曆。獨有秋澗聲，潺湲空旦夕。
白居易,食後,"食罷一覺睡，起來兩甌茶。
舉頭看日影，已複西南斜。

樂人惜日促，憂人厭年賒。
無憂無樂者，長短任生涯。


        "
白居易,初領郡政衙退登東樓作,"鰥煢心所念，簡牘手自操。
何言符竹貴，未免州縣勞。

賴是餘杭郡，台榭繞官曹。
淩晨親政事，向晚恣遊遨。

山冷微有雪，波平未生濤。
水心如鏡麵，千裡無纖毫。

直下江最闊，近東樓更高。
煩襟與滯念，一望皆遁逃。


        "
白居易,春葺新居,江州司馬日，忠州刺史時。栽鬆滿後院，種柳蔭前墀。彼皆非吾土，栽種尚忘疲。況茲是我宅，葺藝固其宜。平旦領仆使，乘春親指揮。移花夾暖室，徙竹覆寒池。池水變綠色，池芳動清輝。尋芳弄水坐，儘日心熙熙。一物苟可適，萬緣都若遺。設如宅門外，有事吾不知。
白居易,權攝昭應，早秋書事，寄元拾遺兼呈李司錄,夏閏秋候早，七月風騷騷。渭川煙景晚，驪山宮殿高。丹殿子司諫，赤縣我徒勞。相去半日程，不得同遊遨。到官來十日，覽鏡生二毛。可憐趨走吏，塵土滿青袍。郵傳擁兩驛，簿書堆六曹。為問綱紀掾，何必使鉛刀？
白居易,寄江南兄弟,分散骨肉戀，趨馳名利牽。一奔塵埃馬，一泛風波船。忽憶分手時，憫默秋風前。彆來朝複夕，積日成七年。花落城中地，春深江上天。登樓東南望，鳥滅煙蒼然。相去複幾許？道裡近三千。平地猶難見，況乃隔山川。
白居易,酬張太祝晚秋臥病見寄,高才淹禮寺，短羽翔禁林。西街居處遠，北闕官曹深。君病不來訪，我忙難往尋。差池終日彆，寥落經年心。露濕綠蕪地，月寒紅樹陰。況茲獨愁夕，聞彼相思吟。上歎言笑阻，下嗟時歲侵。容衰曉窗鏡，思苦秋弦琴。一章錦繡段，八韻瓊瑤音。何以報珍重？慚無雙南金。
白居易,將之饒州，江浦夜泊,明月滿深浦，愁人臥孤舟。煩冤寢不得，夏夜長於秋。苦乏衣食資，遠為江海遊。光陰坐遲暮，鄉國行阻修。身病向鄱陽，家貧寄徐州。前事與後事，豈堪心並憂。憂來起長望，但見江水流。雲樹靄蒼蒼，煙波淡悠悠。故園迷處所，一念堪白頭。
白居易,酬盧秘書二十韻　時初奉詔除讚善大夫,"謬曆文場選，慚非翰苑才。雲霄高暫致，毛羽弱先摧。

識分忘軒冕，知歸返草萊。杜陵書積蠹，豐獄劍生苔。

晦厭鳴雞雨，春驚震蟄雷。舊恩收墜履，新律動寒灰。

鳳詔容徐起，鵷行許重陪。衰顏雖拂拭，蹇步尚低徊。

睡少鐘偏警，行遲漏苦摧。風霜趁朝去，泥雪拜陵回。

上感君猶念，傍慚友或推。石頑鐫費匠，女醜嫁勞媒。

倏忽青春度，奔波白日頹。性將時共背，病與老俱來。

聞有蓬壺客，知懷杞梓材。世家標甲第，官職滯麟台。

筆儘鉛黃點，詩成錦繡堆。嘗思豁雲霧，忽喜訪塵埃。

心為論文合，眉因勸善開。不勝珍重意，滿袖寫瓊瑰。


        "
白居易,得微之到官後書備知通州之事悵然有感因成四,來書子細說通州，州在山根峽岸頭。四麵千重火雲合，中心一道瘴江流。蟲蛇白晝攔官道，蚊蚋黃昏撲郡樓。何罪遣君居此地？天高無處問來由。匼匝巔山萬仞餘，人家應似甑中居。寅年籬下多逢虎，亥日沙頭始賣魚。衣斑梅雨長須熨，米澀畬田不解鋤。努力安心過三考，已曾愁殺李尚書。[李實尚書先貶此州，身歿於彼處。]人稀地僻醫巫少，夏旱秋霖瘴瘧多。老去一身須愛惜，彆來四體得如何？侏儒飽笑東方朔，薏苡讒憂馬伏波。莫遣沉愁結成病，時時一唱濯纓歌。通州海內恓惶地，司馬人間冗長官。傷鳥有弦驚不定，臥龍無水動應難。劍埋獄底誰深掘？鬆偃霜中儘冷看。舉目爭能不惆悵，高車大馬滿長安。
白居易,湖亭望水,久雨南湖漲，新晴北客過。日沉紅有影，風定綠無波。岸冇閭閻少，灘平船舫多。可憐心賞處，其奈獨遊何？
白居易,秋熱,西江風候接南威，暑氣常多秋氣微。猶道江州最涼冷，至今九月著生衣。
白居易,題元十八溪居,溪嵐漠漠樹重重，水檻山窗次第逢。晚葉尚開紅躑躅，秋芳初結白芙蓉。聲來枕上千年鶴，影落杯中五老峰。更愧殷勤留客意，魚鮮飯細酒香濃。
白居易,偶然二首,"楚懷邪亂靈均直，放棄合宜何惻惻。
漢文明聖賈生賢，謫向長沙堪歎息。
人事多端何足怪，天文至信猶差忒。

月離於畢合滂沱，有時不雨何能測。

火發城頭魚水裡，救火竭池魚失水。
乖龍藏在牛領中，雷擊龍來牛枉死。
人道蓍神龜骨靈，試卜魚牛那至此。

六十四卦七十鑽，畢竟不能知所以。


        "
白居易,江南謫居十韻,自哂沉冥客，曾為獻納臣。壯心徒許國，薄命不如人。才展淩雲翅，俄成失水鱗。葵枯猶向日，蓬斷即辭春。澤畔長愁地，天邊欲老身。蕭條殘活計，冷落舊交親。草合門無徑，煙消甑有塵。憂方知酒聖，貧始覺錢神。虎尾難容足，羊腸易覆輪。行藏與通塞，一切任陶鈞。
白居易,鄰女,娉婷十五勝天仙，白日嫦娥旱地蓮。何處閒教鸚鵡語，碧紗窗下繡床前。
白居易,晚興,極浦收殘雨，高城駐落暉。山明虹半出，鬆暗鶴雙歸。將吏隨衙散，文書入務稀。閒吟倚新竹，筠粉汙朱衣。
白居易,晚興,草淺馬翩翩，新晴薄暮天。柳條春拂麵，衫袖醉垂鞭。立語花堤上，行吟水寺前。等閒消一日，不覺過三年，
白居易,同微之贈彆郭虛舟煉師五十韻,我為江司馬，君為荊判司。俱當愁悴日，始識虛舟師。師年三十餘，白皙好容儀。專心在鉛汞，餘力工琴棋。靜彈弦數聲，閒飲酒一卮。因指塵土下，蜉蝣良可悲。不聞姑射上，千歲冰雪肌。不見遼城外，古今塚累累。嗟我天地間，有術人莫知。得可逃死籍，不唯走三屍。授我參同契，其辭妙且微。六一閟扃鐍，子午守雄雌。我讀隨日悟，心中了無疑。黃芽與紫車，謂其坐致之。自負因自歎，人生號男兒。若不佩金印，即合翳玉芝。高謝人間世，深結山中期。泥壇方合矩，鑄鼎圓中規。爐橐一以動，瑞氣紅輝輝。齋心獨歎拜，中夜偷一窺。二物正欣合，厥壯何怪奇。綢繆夫婦體，狎獵魚龍姿。簡寂館鐘後，紫宵峰曉時。心塵未淨潔，火候遂參差。萬壽覬刀圭，千功失毫厘。先生彈指起，姹女隨煙飛。始知緣會間，陰騭不可移。藥灶今夕罷，詔書明日追。追我複追君，次第承恩私。官雖小大殊，同立白玉墀。我直紫微闥，手進賞罰詞。君侍玉皇座，口含生殺機。直躬易媒孽，浮俗多瑕疵。轉徙今安在，越嶠吳江湄。一提支郡印，一建連帥旗。何言四百裡，不見如天涯。秋風旦夕來，白日西南馳。雪霜各滿鬢，朱紫徒為衣。師從廬山洞，訪舊來於斯。尋君又覓我，風馭紛逶迤。帔裾曳黃絹，須發垂青絲。逢人但斂手，問道亦頷頤。孤雲難久留，十日告將歸。款曲話平昔，殷勤免衰羸。後會杳何許，前心日磷緇。俗家無異物，何以充彆資。素箋一百句，題附元家詩。朱頂鶴一隻，與師雲閒騎。雲間鶴背上，故情若相思。時時摘一句，唱作步虛辭。
